Path,label
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_6_Kha_T217.wav,kha
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_5_Tua_T217.wav,tua
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/2_4_Noon_T217.wav,noon
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/2_8_Hamzah_T217.wav,hamzah
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/2_2_Laam_T217.wav,laam
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_8_Ghain_T217.wav,ghain
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_7_Dal_T217.wav,dal
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_1_Seen_T217.wav,seen
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_9_Faa_T217.wav,faa
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/2_4_Noon_T219.wav,noon
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/2_8_Hamzah_T219.wav,hamzah
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_5_Tua_T219.wav,tua
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/2_2_Laam_T219.wav,laam
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_6_Kha_T219.wav,kha
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_8_Ghain_T219.wav,ghain
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_1_Seen_T219.wav,seen
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_7_Dal_T219.wav,dal
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_9_Faa_T219.wav,faa
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/2_2_Laam_T220.wav,laam
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_1_Seen_T220.wav,seen
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_6_Kha_T220.wav,kha
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_5_Tua_T220.wav,tua
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_8_Ghain_T220.wav,ghain
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/2_4_Noon_T220.wav,noon
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_7_Dal_T220.wav,dal
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/2_8_Hamzah_T220.wav,hamzah
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_9_Faa_T220.wav,faa
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_9_Faa_T214.wav,faa
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_7_Dal_T214.wav,dal
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/2_4_Noon_T214.wav,noon
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/2_2_Laam_T214.wav,laam
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_5_Tua_T214.wav,tua
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_6_Kha_T214.wav,kha
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_8_Ghain_T214.wav,ghain
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/2_8_Hamzah_T214.wav,hamzah
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_1_Seen_T214.wav,seen
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/2_4_Noon_T213.wav,noon
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_1_Seen_T213.wav,seen
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_7_Dal_T213.wav,dal
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_5_Tua_T213.wav,tua
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_9_Faa_T213.wav,faa
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_8_Ghain_T213.wav,ghain
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/2_2_Laam_T213.wav,laam
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_6_Kha_T213.wav,kha
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/2_8_Hamzah_T213.wav,hamzah
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_1_Seen_T212.wav,seen
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_7_Dal_T212.wav,dal
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/2_4_Noon_T212.wav,noon
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_6_Kha_T212.wav,kha
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_8_Ghain_T212.wav,ghain
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_5_Tua_T212.wav,tua
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/2_2_Laam_T212.wav,laam
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/2_8_Hamzah_T212.wav,hamzah
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_9_Faa_T212.wav,faa
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_6_Kha_T211.wav,kha
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_8_Ghain_T211.wav,ghain
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_5_Tua_T211.wav,tua
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_1_Seen_T211.wav,seen
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_7_Dal_T211.wav,dal
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/2_4_Noon_T211.wav,noon
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/2_8_Hamzah_T211.wav,hamzah
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/2_2_Laam_T211.wav,laam
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_9_Faa_T211.wav,faa
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_9_Faa_T209.wav,faa
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_8_Ghain_T209.wav,ghain
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_1_Seen_T209.wav,seen
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_6_Kha_T209.wav,kha
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_5_Tua_T209.wav,tua
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_7_Dal_T209.wav,dal
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/2_8_Hamzah_T209.wav,hamzah
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/2_2_Laam_T209.wav,laam
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/2_4_Noon_T209.wav,noon
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_9_Faa_T206.wav,faa
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_0_Alif_T206.wav,alif
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_7_Dal_T206.wav,dal
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_1_Seen_T206.wav,seen
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/2_8_Hamzah_T206.wav,hamzah
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_8_Ghain_T206.wav,ghain
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/2_2_Laam_T206.wav,laam
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_5_Tua_T206.wav,tua
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_6_Kha_T206.wav,kha
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/2_4_Noon_T206.wav,noon
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_7_Dal_T205b.wav,dal
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_0_Alif_T205b.wav,alif
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_6_Kha_T205b.wav,kha
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_9_Faa_T205b.wav,faa
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/2_4_Noon_T205b.wav,noon
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_8_Ghain_T205b.wav,ghain
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_1_Seen_T205b.wav,seen
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/2_2_Laam_T205b.wav,laam
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/2_8_Hamzah_T205b.wav,hamzah
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_5_Tua_T205b.wav,tua
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_5_Tua_T233.wav,tua
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_5_Tua_T233b.wav,tua
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_5_Tua_T234.wav,tua
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_5_Tua_T234b.wav,tua
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_7_Dal_T19.wav,dal
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_7_Dal_t19b.wav,dal
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_7_Dal_T20b.wav,dal
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_1_Seen_T12.wav,seen
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_1_Seen_T13b.wav,seen
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_8_ghain_t16b.wav,ghain
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_8_ghain_T19.wav,ghain
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_9_faa_t20b.wav,faa
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_9_Faa_t18b.wav,faa
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_0_Taj_Alif_T (1).wav,alif
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_0_Taj_Alif_T (22).wav,alif
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_0_Taj_Alif_T (21).wav,alif
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_0_Taj_Alif_T (49).wav,alif
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_0_Taj_Alif_T (10).wav,alif
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_0_Taj_Alif_T (48).wav,alif
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_0_Taj_Alif_T (23).wav,alif
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_0_Taj_Alif_T (11).wav,alif
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_0_Taj_Alif_T (50).wav,alif
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_0_Taj_Alif_T (51).wav,alif
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_0_Taj_Alif_T (52).wav,alif
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_0_Taj_Alif_T (53).wav,alif
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_0_Taj_Alif_T (55).wav,alif
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_0_Taj_Alif_T (54).wav,alif
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_0_Taj_Alif_T (12).wav,alif
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_0_Taj_Alif_T (13).wav,alif
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_0_Taj_Alif_T (57).wav,alif
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_0_Taj_Alif_T (56).wav,alif
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_0_Taj_Alif_T (58).wav,alif
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_0_Taj_Alif_T (60).wav,alif
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_0_Taj_Alif_T (59).wav,alif
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_0_Taj_Alif_T (14).wav,alif
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_0_Taj_Alif_T (63).wav,alif
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_0_Taj_Alif_T (15).wav,alif
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_0_Taj_Alif_T (61).wav,alif
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_0_Taj_Alif_T (62).wav,alif
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_0_Taj_Alif_T (65).wav,alif
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_0_Taj_Alif_T (16).wav,alif
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_0_Taj_Alif_T (66).wav,alif
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_0_Taj_Alif_T (64).wav,alif
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_0_Taj_Alif_T (69).wav,alif
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_0_Taj_Alif_T (17).wav,alif
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_0_Taj_Alif_T (67).wav,alif
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_0_Taj_Alif_T (68).wav,alif
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_0_Taj_Alif_T (70).wav,alif
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_0_Taj_Alif_T (71).wav,alif
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_0_Taj_Alif_T (72).wav,alif
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_0_Taj_Alif_T (19).wav,alif
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_0_Taj_Alif_T (74).wav,alif
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_0_Taj_Alif_T (73).wav,alif
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_0_Taj_Alif_T (76).wav,alif
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_0_Taj_Alif_T (2).wav,alif
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_0_Taj_Alif_T (24).wav,alif
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_0_Taj_Alif_T (77).wav,alif
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_0_Taj_Alif_T (75).wav,alif
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_0_Taj_Alif_T (20).wav,alif
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_0_Taj_Alif_T (78).wav,alif
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_0_Taj_Alif_T (25).wav,alif
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_0_Taj_Alif_T (26).wav,alif
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_0_Taj_Alif_T (27).wav,alif
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_0_Taj_Alif_T (79).wav,alif
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_0_Taj_Alif_T (3).wav,alif
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_0_Taj_Alif_T (80).wav,alif
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_0_Taj_Alif_T (4).wav,alif
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_0_Taj_Alif_T (28).wav,alif
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_0_Taj_Alif_T (29).wav,alif
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_0_Taj_Alif_T (30).wav,alif
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_0_Taj_Alif_T (31).wav,alif
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_0_Taj_Alif_T (5).wav,alif
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_0_Taj_Alif_T (32).wav,alif
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_0_Taj_Alif_T (6).wav,alif
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_0_Taj_Alif_T (36).wav,alif
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_0_Taj_Alif_T (35).wav,alif
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_0_Taj_Alif_T (34).wav,alif
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_0_Taj_Alif_T (33).wav,alif
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_0_Taj_Alif_T (37).wav,alif
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_0_Taj_Alif_T (39).wav,alif
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_0_Taj_Alif_T (7).wav,alif
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_0_Taj_Alif_T (38).wav,alif
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_0_Taj_Alif_T (41).wav,alif
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_0_Taj_Alif_T (8).wav,alif
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_0_Taj_Alif_T (40).wav,alif
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_0_Taj_Alif_T (42).wav,alif
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_0_Taj_Alif_T (43).wav,alif
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_0_Taj_Alif_T (9).wav,alif
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_0_Taj_Alif_T (44).wav,alif
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_0_Taj_Alif_T (46).wav,alif
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_0_Taj_Alif_T (47).wav,alif
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_0_Taj_Alif_T (45).wav,alif
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_6_Taj_Kha_T (1).wav,kha
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_6_Taj_Kha_T (23).wav,kha
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_6_Taj_Kha_T (48).wav,kha
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_6_Taj_Kha_T (21).wav,kha
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_6_Taj_Kha_T (22).wav,kha
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_6_Taj_Kha_T (10).wav,kha
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_6_Taj_Kha_T (52).wav,kha
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_6_Taj_Kha_T (50).wav,kha
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_6_Taj_Kha_T (51).wav,kha
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_6_Taj_Kha_T (49).wav,kha
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_6_Taj_Kha_T (11).wav,kha
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_6_Taj_Kha_T (53).wav,kha
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_6_Taj_Kha_T (55).wav,kha
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_6_Taj_Kha_T (54).wav,kha
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_6_Taj_Kha_T (59).wav,kha
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_6_Taj_Kha_T (58).wav,kha
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_6_Taj_Kha_T (56).wav,kha
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_6_Taj_Kha_T (57).wav,kha
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_6_Taj_Kha_T (15).wav,kha
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_6_Taj_Kha_T (60).wav,kha
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_6_Taj_Kha_T (14).wav,kha
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_6_Taj_Kha_T (62).wav,kha
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_6_Taj_Kha_T (61).wav,kha
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_6_Taj_Kha_T (64).wav,kha
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_6_Taj_Kha_T (67).wav,kha
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_6_Taj_Kha_T (63).wav,kha
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/2_8_Hamzah_T24.wav,hamzah
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/2_8_Hamzah_T21.wav,hamzah
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/2_8_Hamzah_T22.wav,hamzah
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/2_8_Hamzah_T27.wav,hamzah
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/2_8_Hamzah_T28.wav,hamzah
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/2_8_Hamzah_T30.wav,hamzah
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/2_8_Hamzah_T33.wav,hamzah
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/2_8_Hamzah_T34.wav,hamzah
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/2_8_Hamzah_T40.wav,hamzah
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/2_8_Hamzah_T39.wav,hamzah
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/2_8_Hamzah_T52.wav,hamzah
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/2_8_Hamzah_T51.wav,hamzah
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/2_8_Hamzah_T50.wav,hamzah
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/2_8_Hamzah_T45.wav,hamzah
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/2_8_Hamzah_T46.wav,hamzah
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/2_8_Hamzah_T57.wav,hamzah
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/2_8_Hamzah_T58.wav,hamzah
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/2_8_Hamzah_T60.wav,hamzah
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/2_8_Hamzah_T63.wav,hamzah
